"","SubmissionID","StudentID","MarkerID","Publish.Time","Intro","Hypoth","Methods","Results.text","Fig.Tables","Legend.Title","Disc.InterpFindings","Disc.IntegrateLit","Refs","Kn.PhysMechs","Kn.ExpApproach","W.Structure","W.LanguageJargon","W.GrammarSpelling","Final.Grade"
"238",3391,"S8440997","T09","29/04/13 14:29",35,100,80,65,80,100,0,20,50,35,50,80,65,"80",52.25
"239",3392,"S8566611","T31","29/04/13 14:29",65,35,50,65,80,50,50,80,65,65,35,80,50,"50",59.75
"240",3393,"S8112187","T28","29/04/13 14:29",65,100,80,65,100,100,100,80,80,100,80,80,80,"100",86.75
"241",3400,"S8466459","T30","29/04/13 14:29",35,65,65,65,80,100,50,35,50,35,35,50,50,"65",51.75
"242",3401,"S8587975","T28","29/04/13 14:29",35,50,50,80,50,50,65,65,65,50,50,80,80,"80",58.25
"243",3402,"S8535223","T33","29/04/13 14:29",20,50,35,35,20,20,35,35,50,35,35,35,20,"20",32
"244",3403,"S8467537","T30","29/04/13 14:29",65,100,100,50,100,65,50,50,50,65,65,65,50,"65",66.75
"245",3404,"S8566073","T30","29/04/13 14:29",35,100,65,80,80,65,65,50,65,50,65,65,50,"50",60
"246",3434,"S8579205","T19","29/04/13 14:29",50,80,80,65,65,80,80,80,80,100,100,65,65,"80",78
"247",3435,"S8586563","T19","29/04/13 14:29",50,35,65,65,65,100,65,35,35,50,65,65,65,"65",57
"248",3623,"S8496539","T28","29/04/13 14:29",65,100,65,80,80,65,65,50,80,80,65,65,80,"80",71.25
"249",3855,"S8530557","T31","30/04/13 10:44",65,50,65,50,50,65,50,65,80,65,65,65,80,"65",62.75
"250",3875,"S8587847","T28","29/04/13 14:29",65,100,80,100,80,100,50,50,35,65,65,65,80,"80",69.5
"251",3876,"S8576405","T28","29/04/13 14:29",65,100,80,65,100,100,80,100,100,100,100,80,80,"100",88.75
"252",3877,"S8583557","T28","29/04/13 14:29",35,80,35,35,80,65,35,0,20,20,35,65,50,"80",39
"253",3878,"S8589129","T28","29/04/13 14:29",20,80,80,50,80,100,20,20,20,35,35,50,65,"80",47.25
"254",4061,"S8606083","T33","6/05/13 10:09",35,35,65,50,35,100,35,20,35,20,35,35,20,"35",37.5
"255",4062,"S8535537","T08","3/05/13 6:44",35,65,80,65,100,80,65,50,65,50,65,65,35,"50",60
"256",4419,"S8536957","T09","13/05/13 11:15",20,100,50,50,80,35,0,0,0,0,35,50,20,"50",28
"257",5459,"S8583779","T09","3/06/13 14:58",65,65,80,100,0,100,50,20,20,35,35,80,50,"50",51.75
